db,folder,file,description,timestamp,commit_sha,seed,epistemic_gain,b_candidates,opponent,n_steps,mean_joint_dist,start_joint_dist,final_joint_dist,joint_match_ratio,mean_row_dist,start_row_dist,final_row_dist,row_match_ratio,corr_joint_vfe,corr_joint_efe,corr_joint_gamma,corr_row_vfe,corr_row_efe,corr_row_gamma,mean_vfe,mean_efe,mean_gamma
scripts\BMA-Study\EG1\TFT_vs_TFT_EG1.db,EG1,TFT_vs_TFT_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260228-160224,b20a5067,1,1.0,Full TFT,TFT,2000,0.840281621514525,0.6073096231511159,0.7062782813301665,0.0005,0.19409244400262832,0.0041267466545104985,0.0011723637580871582,0.8,-0.5114832507011978,0.8096654994254948,0.8096889843580912,0.26159437162613797,0.17042801655455725,0.17041259485931848,0.27962912097666415,1.4198601259878132,3.496585714394765
scripts\BMA-Study\EG1\TFT_vs_TFT_EG1.db,EG1,TFT_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260228-160246,b20a5067,1,1.0,Full TFT,TFT,2000,0.2849180902102734,0.20645269870758057,0.0022484660148620605,0.79,0.19494532737135886,0.006453452110290528,0.0022484660148620605,0.8,0.35216612363446814,0.10967823274728052,0.10967649108493087,0.304678132629796,0.06990598977024556,0.06990415095270514,0.05810931725171395,0.6460108153749725,3.2138842898538864
scripts\BMA-Study\EG10\all_vs_Grim_EG10.db,EG10,all_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-182725,cadb35fb,1,10.0,Full TFT Grim,Grim,2000,0.22090470123534076,0.43257294998405904,0.06230194926261902,0.6685,0.19949617380761492,0.08375483557581902,0.06230194926261902,0.6925,0.42377210974783025,-0.3797868225493707,-0.379786494071075,0.3201546904612667,-0.25474484920148915,-0.2547458046301888,1.8735676580448635,1.157350811357095,3.5204073884207348
scripts\BMA-Study\EG10\all_vs_Grim_EG10.db,EG10,all_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-182748,cadb35fb,1,10.0,Full TFT Grim,Grim,2000,0.2836293774397355,0.32922005772590635,0.006366493701934814,0.7795,0.18903937903046608,0.10613029837608337,0.006366493701934814,0.7895,0.021874095069749556,0.5487956072611805,0.548795616558705,-0.02442883993076541,0.5867148993912937,0.5867149093571464,0.05765427073184401,0.3551512105372381,3.124737620098901
scripts\BMA-Study\EG10\all_vs_TFT_EG10.db,EG10,all_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-183020,cadb35fb,1,10.0,Full TFT Grim,TFT,2000,0.8303856657724091,0.6099066074682319,0.7044385196972182,0.0005,0.18317434951663017,0.00030538320541381833,0.003780665397644043,0.8,0.17715102191701831,0.1264788521129888,0.12647897162472738,-0.360328993518535,0.8539582487421328,0.8539581873068319,0.27016999369999395,1.0124354997640141,3.365157640765168
scripts\BMA-Study\EG10\all_vs_TFT_EG10.db,EG10,all_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-183043,cadb35fb,1,10.0,Full TFT Grim,TFT,2000,0.2836293774397355,0.32922005772590635,0.006366493701934814,0.7795,0.18903937903046608,0.10613029837608337,0.006366493701934814,0.7895,0.021874095069749556,0.5487956072611805,0.548795616558705,-0.02442883993076541,0.5867148993912937,0.5867149093571464,0.05765427073184401,0.3551512105372381,3.124737620098901
scripts\BMA-Study\EG10\full_vs_Grim_EG10.db,EG10,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-173228,cadb35fb,1,10.0,Full,Grim,2000,0.3245699456907112,0.4713790400432227,0.49618594738954336,0.2015,0.10207125182310119,0.1451364916563034,0.00776736319065094,0.5175,0.23659006618169603,-0.2297828916075723,-0.22978294443936026,-0.02178901138663201,-0.24540576881206236,-0.2454057263291857,5.054755122339353,-0.6843821934924946,2.8987906109513104
scripts\BMA-Study\EG10\full_vs_Grim_EG10.db,EG10,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-173250,cadb35fb,1,10.0,Full,Grim,2000,0.3385508937760238,0.47151762976481804,0.4695229848380471,0.0875,0.10701245945482515,0.14522935301065446,0.03432562828063965,0.4725,-0.07775902116643664,0.44075786971322195,0.4407580854042606,0.017845097991819825,-0.41576543685936,-0.41576555491100925,5.2133366409624,-2.3322105973902545,2.4656607865663527
scripts\BMA-Study\EG10\full_vs_TFT_EG10.db,EG10,full_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260223-203042,b20a5067,1,10.0,Full,TFT,2000,0.5178006850574364,0.5326178300940085,0.4992627240612073,0.0005,0.09578070987015963,0.051430104970932006,0.003813185691833496,0.7555,0.5114065621448248,0.1872977763217431,0.18729726277101288,-0.02830667814940669,0.5820785754178155,0.5820770936282906,14.746500623479486,-4.865340658741303,2.018972003255971
scripts\BMA-Study\EG10\full_vs_TFT_EG10.db,EG10,full_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260223-203116,b20a5067,1,10.0,Full,TFT,2000,0.4625834713460739,0.47322085554662835,0.49946215910848535,0.0795,0.06343842092715203,0.034251869916915895,0.0006765151023864747,0.8535,0.32960854338731294,-0.10185766922335886,-0.10186089803008858,-0.14319952574763145,0.32594805352603784,0.3259487083705517,13.588111990392209,-4.37192008742467,2.094635056369632
scripts\BMA-Study\EG10\Grim_vs_Grim_EG10.db,EG10,Grim_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-172906,cadb35fb,1,10.0,Full Grim,Grim,2000,0.1538293426741441,0.44793921468077047,0.09554142951965332,0.647,0.12817254518845583,0.05614822452887893,0.09554142951965332,0.6685,-0.09861541922520978,-0.08127675178650218,-0.0812765951848932,-0.17371274763075267,0.05155494504421664,0.05155517967879547,3.8706195181425427,1.6275376230447796,3.7069275486769784
scripts\BMA-Study\EG10\Grim_vs_Grim_EG10.db,EG10,Grim_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-172928,cadb35fb,1,10.0,Full Grim,Grim,2000,0.13662664436692415,0.5383342559226515,0.09592845380306243,0.8455,0.09024565709407034,0.012713692694087514,0.09592845380306243,0.9135,0.2801847157236515,-0.10606158757148909,-0.10607928516773484,-0.07373538313079542,0.2641808373225318,0.2641634511199978,0.9641773321295622,1.6630956368420775,3.718270926618852
scripts\BMA-Study\EG10\TFT_vs_TFT_EG10.db,EG10,TFT_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260223-203455,b20a5067,1,10.0,Full TFT,TFT,2000,0.8265556628151517,0.6062693799444986,0.7039474840888856,0.0005,0.1814769812822342,0.0055660676956176755,0.004477992057800293,0.8,-0.41586785974653867,0.6909118823920373,0.6909136686834579,0.16710586111637407,0.2930250224054477,0.2930266354860709,0.27962912097666415,1.0394541431202557,3.3751834919561023
scripts\BMA-Study\EG10\TFT_vs_TFT_EG10.db,EG10,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260223-203527,b20a5067,1,10.0,Full TFT,TFT,2000,0.5375238628162747,0.4059733744569553,0.4950435939566043,0.012,0.11670167740539182,0.015573167954571546,0.0054967373609542845,0.7505,0.10877443556996343,0.1785585065914695,0.178570424695119,0.16096058384897174,0.539760820933523,0.5397456505516,15.24359779831022,-4.773842132036923,2.0324011651813465
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-145420,d6554bb8,3,10.0,Full,Grim,2000,0.4001127911655734,0.4830719652495133,0.49138383656353823,0.092,0.12021979525964707,0.14046587258577348,0.01953790009021759,0.5665,0.2713662514548379,-0.14929631147308992,-0.1492963262386055,-0.28947877351658524,-0.3032161056996497,-0.30321612179308377,6.624669518895447,-1.231449562953084,2.7420571350276735
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-145420,d6554bb8,2,10.0,Full,Grim,2000,0.38837235728515396,0.4484040771902626,0.4847866795905675,0.1085,0.1203877891972661,0.15481706768274306,0.01960863411426544,0.569,0.26723531456048144,-0.1284866454549321,-0.12848660763219105,-0.19179023781475846,-0.2957213919101987,-0.295721331095954,6.335300829264336,-1.1385690130215904,2.768915227933123
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-145420,d6554bb8,4,10.0,Full,Grim,2000,0.2590034597760332,0.48338187249265674,0.3453128945827484,0.3215,0.09823641333647538,0.14060337901115416,0.15468710541725159,0.5765,0.3947974598416638,-0.375744743721304,-0.37574483166821726,-0.08237799826499106,0.42417133173055477,0.4241714413276607,4.472041346001904,-0.08927295843895547,3.060586063250808
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-145420,d6554bb8,7,10.0,Full,Grim,2000,0.34151025555997633,0.5063252986232284,0.49033477599781217,0.208,0.09283659446658567,0.13049492359161377,0.013893484473228454,0.587,0.3005782020623716,-0.2340460497367366,-0.23404602420487047,0.025818644800310205,-0.3291022002320576,-0.3291022791242856,5.214236130698584,-0.6271853327716387,2.9151094824078148
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-145420,d6554bb8,1,10.0,Full,Grim,2000,0.3245699456907112,0.4713790400432227,0.49618594738954336,0.2015,0.10207125182310119,0.1451364916563034,0.00776736319065094,0.5175,0.23659006618169603,-0.2297828916075723,-0.22978294443936026,-0.02178901138663201,-0.24540576881206236,-0.2454057263291857,5.054755122339353,-0.6843821934924946,2.8987906109513104
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-145420,d6554bb8,5,10.0,Full,Grim,2000,0.23571488212390554,0.5255135205869186,0.2811537504196167,0.3175,0.10564685378479771,0.11091563820838929,0.2188462495803833,0.5495,0.23562542374793743,-0.3929904855699775,-0.3929905044349623,-0.2953542652279905,0.30140977374480654,0.3014097805022888,4.538367937688716,-0.2723929369327826,3.016843791772377
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-145420,d6554bb8,8,10.0,Full,Grim,2000,0.33342683621708713,0.48337015686495266,0.4849071297179291,0.2045,0.09445117967715487,0.14060377240180968,0.016722827553749084,0.567,0.25146786373710556,-0.22268171311884338,-0.22268181079840016,0.07386516171801799,-0.3266470274240331,-0.3266469974884439,5.294435231389478,-0.5662465899690784,2.9348197235143036
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-145420,d6554bb8,6,10.0,Full,Grim,2000,0.3046760032466846,0.5221486197485716,0.483854689798425,0.27,0.09675669444585219,0.09622658729553223,0.01903745412826538,0.5795,0.3144768305610344,-0.233563202949038,-0.23356325773682263,0.11249287376158748,-0.147649493241118,-0.14764936857446243,4.880828358422965,-0.5062732944154443,2.9483229312407904
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,1,10.0,Full,Grim,2000,0.3385508937760238,0.47151762976481804,0.4695229848380471,0.0875,0.10701245945482515,0.14522935301065446,0.03432562828063965,0.4725,-0.07775902116643664,0.44075786971322195,0.4407580854042606,0.017845097991819825,-0.41576543685936,-0.41576555491100925,5.2133366409624,-2.3322105973902545,2.4656607865663527
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,5,10.0,Full,Grim,2000,0.3384124767679707,0.5255396946989824,0.471242196559906,0.0965,0.10707509705168194,0.11098075270652771,0.028757803440093994,0.478,-0.0778820773777473,0.39946569852600194,0.39946625237384326,0.035036373453119767,-0.35586456524137483,-0.35586485411891416,5.149860234742053,-2.4017291904253835,2.4514508477827035
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,2,10.0,Full,Grim,2000,0.3355212030889393,0.44835937643552926,0.29286191463470457,0.0915,0.1102151915403083,0.1547961112856865,0.2071380853652954,0.4825,-0.01946681650849919,0.4066399818953557,0.4066405068109506,-0.04829578307664101,-0.39908591602688215,-0.39908585605213664,5.273320162338205,-2.374268964471387,2.456876327485798
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,3,10.0,Full,Grim,2000,0.3442420406069276,0.4831058011364199,0.4347268835738929,0.0865,0.10925470252335072,0.1404755386710167,0.06543863594532012,0.463,0.004425637316176978,0.3777085568600298,0.3777085085939638,-0.03905169876981325,-0.4083123987408795,-0.40831252253313516,5.311789446124807,-2.3271034469186063,2.467369913033951
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,4,10.0,Full,Grim,2000,0.3454199728271138,0.483474475532291,0.4749092899933551,0.077,0.10105934746097774,0.140634104013443,0.029136889576911927,0.504,-0.01760063867137613,0.4442483499079345,0.44424868669923734,-0.03152640042233304,-0.43172014777817874,-0.43171987808862394,5.348094024453312,-2.300940338073144,2.4729291668324533
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,8,10.0,Full,Grim,2000,0.3401536710263356,0.4834316655742452,0.41811956763267516,0.099,0.10735283931391314,0.1406220257282257,0.08188043236732483,0.469,-0.021510973482517827,0.4383870022365884,0.43838671886555003,-0.02093755144888255,-0.39996601775441565,-0.3999661096227861,5.15493434209656,-2.3510637237943355,2.4617713003718187
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,6,10.0,Full,Grim,2000,0.33915273503777565,0.5221395824613788,0.4795542194817182,0.09,0.10102980729588308,0.0962167564034462,0.027902683019638063,0.4935,-0.04774879067840694,0.4082144695113195,0.4082146227290948,-0.02925066992508765,-0.3721122246351688,-0.3721127212835309,5.4448168410426,-2.3989835029274023,2.453059101673474
