db,folder,file,description,timestamp,commit_sha,seed,epistemic_gain,b_candidates,opponent,phase_idx,game,start,end,duration,mean_joint_dist,start_joint_dist,final_joint_dist,joint_match_ratio,joint_convergence_t,mean_row_dist,start_row_dist,final_row_dist,row_match_ratio,row_convergence_t,mean_col_dist,corr_joint_vfe,corr_joint_efe,corr_joint_gamma,corr_row_vfe,corr_row_efe,corr_row_gamma,mean_vfe,mean_efe,mean_gamma
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-145420,d6554bb8,6,10.0,Full,Grim,2,1_2_2_Chicken,1200,2000,800,0.27833763916579685,0.041875486373901365,0.483854689798425,0.22875,1203.0,0.0990321933850646,0.036585261821746824,0.01903745412826538,0.5675,1203.0,0.0,-0.6216926948616545,0.9847193632217346,0.984718988205657,-0.09583745079146773,-0.3022436794951763,-0.3022423118708631,3.806905128867365,1.1979710488458972,3.4138321400280462
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,1,10.0,Full,Grim,0,3_2_2_StagHunt,0,800,800,0.44106941692277274,0.47151762976481804,0.4871658305763728,0.0,,0.08137039877474309,0.14522935301065446,0.02833891600370407,0.635,187.0,0.0,0.325181809782221,-0.04825270409025946,-0.048252535579450785,0.2907329574342432,-0.3894526423174652,-0.38945282365186457,4.596654154725838,-1.6747736957960058,2.5970473216457024
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,1,10.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.21756317378599133,0.8619456439740903,0.12617520853877068,0.2425,843.0,0.11147710479679518,0.013257092060521246,0.12617520853877068,0.3475,801.0,0.1075,-0.360755254720342,-0.06161832261451634,-0.06161832261451634,-0.5487041794011212,-0.6221425758910993,-0.6221425758910993,12.286250475607812,-3.62803695716729,2.2262145667811293
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,1,10.0,Full,Grim,2,3_2_2_StagHunt,1200,2000,800,0.2965262306242912,0.32986241714996567,0.4695229848380471,0.0975,1323.0,0.1304221974639222,0.17155669033527374,0.03432562828063965,0.3725,1302.0,0.0,-0.0028280705446430943,0.2421255258464954,0.24212814291362747,-0.2631833782657584,-0.012934383269387728,-0.012934889160708729,2.2935622098762543,-2.3417343190959854,2.4539973613796144
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,5,10.0,Full,Grim,0,3_2_2_StagHunt,0,800,800,0.44416920200281146,0.5255396946989824,0.48406419804434214,0.0,,0.08904349928721786,0.11098075270652771,0.030446585714817048,0.615,0.0,0.0,0.28263637069191105,-0.10519960603882837,-0.10519999554203358,0.39101888716321515,-0.3993836815214164,-0.39938333341129756,4.777647390768397,-1.7941895727681316,2.572101672134496
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,5,10.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.2224088245986948,0.9411599521957235,0.1250516802072525,0.25,847.0,0.10672141451039352,0.015660671489313244,0.1250516802072525,0.365,801.0,0.1175,-0.34563628522678264,-0.03138544615903849,-0.03138544615903849,-0.5553419083869274,-0.6267491046819041,-0.6267491046819041,12.319192563295365,-3.5729161064614208,2.2366967528878523
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,5,10.0,Full,Grim,2,3_2_2_StagHunt,1200,2000,800,0.2906575776177678,0.3763838256818637,0.471242196559906,0.11625,1329.0,0.12528353608679027,0.12775851726531984,0.028757803440093994,0.3975,1301.0,0.0,-0.053565454804463265,0.177130098629214,0.17713844405649493,-0.2739462029947391,0.1121694664240004,0.11216598318986752,1.9374069144390524,-2.4236753500646167,2.4381770708783366
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,2,10.0,Full,Grim,0,3_2_2_StagHunt,0,800,800,0.44332831162898,0.44835937643552926,0.44125523820065965,0.0,,0.0775292799808085,0.1547961112856865,0.07130475401878357,0.695,176.0,0.0,0.3840227828693406,-0.05369333902221141,-0.053693247473701765,0.195633652207504,-0.35202501617949533,-0.3520252181197271,4.829177331330721,-1.5697672876238806,2.618371245626311
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,2,10.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.2260455684128539,0.9410417441445182,0.1278167062997818,0.245,847.0,0.11034274600911885,0.015419164914637804,0.1278167062997818,0.36,801.0,0.1175,-0.351978887368046,-0.033400896255601595,-0.033400896255601595,-0.5674805467534172,-0.6403660022875143,-0.6403660022875143,12.300337866134942,-3.531747837105313,2.243957774825354
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,2,10.0,Full,Grim,2,3_2_2_StagHunt,1200,2000,800,0.28245191188694124,0.3671190331904473,0.29286191463470457,0.10625,1372.0,0.14283732586540282,0.14907076179981232,0.2071380853652954,0.33125,1319.0,0.0,0.13715552621392002,-0.0431307261891914,-0.04312530437720911,-0.35733190879742877,0.18896742613174816,0.18897205759078156,2.2039541414473205,-2.60003120500193,2.401840685675506
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,3,10.0,Full,Grim,0,3_2_2_StagHunt,0,800,800,0.4466655206374147,0.4831058011364199,0.4899422606876097,0.0,,0.07997888341546058,0.1404755386710167,0.024603486359119416,0.65125,190.0,0.0,0.3918094121808035,-0.04440880822537224,-0.04440933231982684,0.2492171647157323,-0.41371845630005455,-0.41371795904939734,5.133386622131802,-1.6528537303120145,2.602018782611154
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,3,10.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.22403174494570868,0.9409528411880735,0.12782492846250534,0.255,847.0,0.10829608898609877,0.01506759351119399,0.12782492846250534,0.37,801.0,0.1175,-0.3778776742354639,-0.05406052537828362,-0.05406052537828362,-0.5759966624791405,-0.6581536759604746,-0.6581536759604746,11.59466794738546,-3.562968835715248,2.2378600162447504
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,3,10.0,Full,Grim,2,3_2_2_StagHunt,1200,2000,800,0.3019237084070499,0.3650749805178979,0.4347268835738929,0.08875,1380.0,0.1390098283998668,0.15447738349437715,0.06543863594532012,0.32125,1328.0,0.0,0.07830099557073504,0.0391746810922781,0.03917322619530758,-0.1794496470663281,-0.029230883534895415,-0.029231983263080654,2.3487530194874853,-2.3834204691268766,2.447475991851348
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,4,10.0,Full,Grim,0,3_2_2_StagHunt,0,800,800,0.444296958140133,0.483474475532291,0.45660509356083695,0.0,,0.07618937673047185,0.140634104013443,0.05691601485013962,0.69,287.0,0.0,0.40026644278501317,-0.036850369460024984,-0.03685058234507234,0.18944667639787488,-0.3805414586754759,-0.3805412678017591,4.910005406206474,-1.579497806340622,2.6187751462324784
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,4,10.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.22378894682761488,0.9408600402826235,0.12480036243796348,0.2575,847.0,0.10784822707530112,0.013334282264113427,0.12480036243796348,0.3725,801.0,0.1175,-0.3603579397371233,-0.047409483809273796,-0.047409483809273796,-0.5851502821892637,-0.6547910299439371,-0.6547910299439371,12.223298942130059,-3.5381687456002453,2.2429647091235903
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,4,10.0,Full,Grim,2,3_2_2_StagHunt,1200,2000,800,0.30735850051384406,0.38160032287877016,0.4749092899933551,0.06375,1322.0,0.12253487838432192,0.11988157391548157,0.029136889576911927,0.38375,1273.0,0.0,0.07423460862562019,0.17180741646649922,0.17181195328077797,-0.34366389240409034,0.07720421849192455,0.07720994997147321,2.348580183861777,-2.403768666042115,2.44206541628686
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,8,10.0,Full,Grim,0,3_2_2_StagHunt,0,800,800,0.44653363659062484,0.4834316655742452,0.4927891160768622,0.0,,0.08077541088685393,0.1406220257282257,0.022954595386981965,0.63625,237.0,0.0,0.3234476320945387,-0.042689238270654115,-0.04268907209883133,0.32329526388241997,-0.429804420186536,-0.4298046278865912,5.283315772761125,-1.6355966036165004,2.604947147734261
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,8,10.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.2241887286380259,0.941084636099897,0.1255418674647808,0.2525,847.0,0.10847081455634906,0.01534132344648242,0.1255418674647808,0.3675,801.0,0.1175,-0.3805812536328352,-0.05333058331614572,-0.05333058331614572,-0.5408184426152663,-0.6500028125175782,-0.6500028125175782,11.121311477813869,-3.563416596767454,2.238086659908321
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,8,10.0,Full,Grim,2,3_2_2_StagHunt,1200,2000,800,0.29175617665620124,0.3645370837953956,0.41811956763267516,0.12125,1338.0,0.13337128011975438,0.14220306396484375,0.08188043236732483,0.3525,1311.0,0.0,-0.015825545838953053,0.1536526098064823,0.15364711441535156,-0.2984129125747124,0.13223064333156187,0.13223101305408153,2.043364343573339,-2.4603544074856103,2.4304377732411253
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,6,10.0,Full,Grim,0,3_2_2_StagHunt,0,800,800,0.44757104475173465,0.5221395824613788,0.48465897939797364,0.0,,0.07923548186197876,0.0962167564034462,0.030219983160495758,0.6575,0.0,0.0,0.33543458503905105,-0.10423137434721466,-0.10423063286056475,0.3555063463148754,-0.32429940237329746,-0.3243002258919263,4.4740376242180355,-1.733001911872548,2.586766777338842
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,6,10.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.21330917813857048,0.9209051896665216,0.12468601778149604,0.2725,846.0,0.09965120832552202,0.011641431162133812,0.12468601778149604,0.385,801.0,0.115,-0.4192516828230176,-0.08453246582791141,-0.08453246582791141,-0.6028342677141731,-0.6833182082388014,-0.6833182082388014,12.660636599408463,-3.626539520733258,2.2256247877716144
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,6,10.0,Full,Grim,2,3_2_2_StagHunt,1200,2000,800,0.2936562037734193,0.3900565189976969,0.4795542194817182,0.08875,1336.0,0.12351343221496791,0.11709865987300873,0.027902683019638063,0.38375,1287.0,0.0,0.1297010127849248,0.16675646324043503,0.16675675377353427,-0.4553753662086151,0.06775939948260706,0.06775488313186649,2.8076861786842344,-2.4511870850793285,2.4330685829590353
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,7,10.0,Full,Grim,0,3_2_2_StagHunt,0,800,800,0.4447199715541336,0.5061142165411571,0.45305647672887367,0.0,,0.07763084977865219,0.13051620721817017,0.06046456217765808,0.6725,223.0,0.0,0.3339335106582909,-0.029764928965539367,-0.029764759911844425,0.22574526557830915,-0.3762564513475113,-0.37625663229662987,4.499293156831991,-1.580014161073572,2.619472620587698
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,7,10.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.22750969903731214,0.9408710825220836,0.12665856346488,0.245,847.0,0.1115634215483442,0.013300862610340119,0.12665856346488,0.36,801.0,0.1175,-0.36973374833592704,-0.036717979487371794,-0.036717979487371794,-0.5557613485084281,-0.6456259726623291,-0.6456259726623291,12.661788934040814,-3.5245502413764167,2.244806762422275
scripts\BMA-Study\EG10_group\full_vs_Grim_EG10.db,EG10_group,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260309-150558,d6554bb8,7,10.0,Full,Grim,2,3_2_2_StagHunt,1200,2000,800,0.30167416686555976,0.3729460955655466,0.45278246998786925,0.09375,1348.0,0.1299102860223502,0.1342003071308136,0.047217530012130735,0.3475,1300.0,0.0,0.07539390468624281,0.05181921617321279,0.051821937012310665,-0.2702355929565007,0.08620778849925864,0.08620004907645311,2.0822417308203875,-2.4360643887687905,2.435061929228577
scripts\BMA-Study\EG10_group\full_vs_TFT_EG10.db,EG10_group,full_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-191907,cadb35fb,4,10.0,Full,TFT,0,1_2_2_Chicken,0,800,800,0.501160691474709,0.532242257548146,0.4991122190427473,0.00125,,0.012826281934976577,0.05216033160686493,0.008597676753997802,0.97375,0.0,0.0,0.19176728488784836,0.20662378777407944,0.20661571884960614,0.3720242684369975,0.49900206381885215,0.49900330298710277,15.601806351467967,-4.97806035598544,2.0029464080027326
scripts\BMA-Study\EG10_group\full_vs_TFT_EG10.db,EG10_group,full_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-191907,cadb35fb,4,10.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.5208455223560392,0.16285595923662186,0.798281136183163,0.0,,0.38446092560887335,0.16285595923662186,0.5053129678964615,0.0,,0.2225,0.5408961705138303,0.8854742812143812,0.885475702398809,0.49725311338202915,0.8711344664356409,0.8711307564656326,8.013277564123273,-4.594782071838923,2.056802569358095
scripts\BMA-Study\EG10_group\full_vs_TFT_EG10.db,EG10_group,full_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-191907,cadb35fb,4,10.0,Full,TFT,2,1_2_2_Chicken,1200,2000,800,0.507898387537074,0.6107574077350914,0.4993786133901162,0.0,,0.022855908200144767,0.15156396746635437,0.0032018864154815673,0.90375,1287.0,0.0,0.11846632702154686,0.2951113167781435,0.2951516467711525,0.09355538157866093,0.2506236467380697,0.2506374635002539,16.52572508946061,-4.960038032194801,2.0054650453880396
scripts\BMA-Study\EG10_group\full_vs_TFT_EG10.db,EG10_group,full_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-191907,cadb35fb,7,10.0,Full,TFT,0,1_2_2_Chicken,0,800,800,0.5009002927594095,0.5337142393912538,0.5001202912214645,0.00125,,0.014821773897856473,0.05867227733135223,0.008560645580291747,0.96625,0.0,0.0,0.1884406846648047,0.23798966192637597,0.23799484085313602,0.3069326486842777,0.5132053738072048,0.5132175377366238,15.589052190557123,-4.975095608728421,2.003347853560213
scripts\BMA-Study\EG10_group\full_vs_TFT_EG10.db,EG10_group,full_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-191907,cadb35fb,7,10.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.5387711446713159,0.162910974919796,0.8147939260495014,0.0,,0.3917691350355744,0.162910974919796,0.5109010201692581,0.0,,0.24,0.6315268167463017,0.891489206036884,0.8914881206891395,0.620234289120435,0.8978442312165269,0.8978431792331549,8.579656164422632,-4.5455545371822925,2.063909126884459
scripts\BMA-Study\EG10_group\full_vs_TFT_EG10.db,EG10_group,full_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-191907,cadb35fb,7,10.0,Full,TFT,2,1_2_2_Chicken,1200,2000,800,0.5079668779657195,0.6109764311149983,0.49942189988604624,0.0,,0.022392840683460237,0.15120912909507753,0.003148883581161499,0.905,1286.0,0.0,0.05058263089558965,0.31853725275269656,0.31855095939198363,-0.0021419104627029796,0.342290282695449,0.34228198883207783,16.524408044070004,-4.958803515584887,2.005637177052718
scripts\BMA-Study\EG10_group\full_vs_TFT_EG10.db,EG10_group,full_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-191907,cadb35fb,8,10.0,Full,TFT,0,1_2_2_Chicken,0,800,800,0.5008688812161657,0.5321301690295229,0.49994968418665764,0.00125,,0.014323086030781269,0.0525929981470108,0.008837752342224121,0.97125,0.0,0.0,0.19694535681135536,0.2197896211496243,0.2197884750190661,0.33104066197917076,0.49917864103163695,0.4991758284029962,15.604251069650054,-4.977887012846199,2.002970810617076
