db,folder,file,description,timestamp,commit_sha,seed,epistemic_gain,b_candidates,opponent,phase_idx,game,start,end,duration,mean_joint_dist,start_joint_dist,final_joint_dist,joint_match_ratio,joint_convergence_t,mean_row_dist,start_row_dist,final_row_dist,row_match_ratio,row_convergence_t,mean_col_dist,corr_joint_vfe,corr_joint_efe,corr_joint_gamma,corr_row_vfe,corr_row_efe,corr_row_gamma,mean_vfe,mean_efe,mean_gamma
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-154447,cadb35fb,3,1.0,Full,TFT,2,1_2_2_Chicken,1200,2000,800,0.5305220355305792,0.6681159957330282,0.49955400233193387,0.0,,0.044147982224822045,0.056676862239837644,0.0023105162382125854,0.8075,1204.0,0.0,0.2412599575112597,0.6134475921123086,0.61344944284157,0.06441653271672995,0.567461769401997,0.5674621344048405,17.420105716586114,1.1752701953136326,3.39971709624205
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,5,1.0,Full,TFT,0,3_2_2_StagHunt,0,800,800,0.08271534368395805,0.3247749900817871,0.07193073153495788,0.92875,54.0,0.06584040686488152,0.0547760009765625,0.07193073153495788,0.9625,0.0,0.0,-0.05867353598782042,0.9997970461386229,0.999793587055118,-0.25437729071179715,0.8040806495930559,0.8040839982832212,0.23367147814831696,0.4944870657564648,3.1568954836645355
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,5,1.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.07467930395812028,0.15138892663301895,0.09248830154538154,0.915,823.0,0.07031763594597579,0.11649558253586292,0.09248830154538154,0.915,823.0,0.0075,-0.6963697898111862,0.9562829767686047,0.9562829767686047,-0.6963697898111862,0.9562829767686047,0.9562829767686047,16.666641814648173,0.6161707461278939,3.198362859207788
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,5,1.0,Full,TFT,2,3_2_2_StagHunt,1200,2000,800,0.31858650732458127,0.202144627409557,0.28394943952560425,0.0,,0.1622460650652647,0.154363429248333,0.21605056047439575,0.25875,1535.0,0.0,-0.14480980025909412,0.19161638945890538,0.19162386027028303,-0.20957780990058184,0.22660348061339672,0.2266219397913143,1.640431204782799,1.9185033912103782,3.7139254217373288
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,6,1.0,Full,TFT,0,3_2_2_StagHunt,0,800,800,0.08455828078091145,0.34759456157684326,0.07183184504508972,0.92125,60.0,0.06580835171043872,0.04759569644927979,0.07183184504508972,0.95875,0.0,0.0,-0.04376994169259941,0.9997304875616306,0.9997334615455636,-0.2603962094370158,0.7831186376837329,0.7831200098262505,0.24124020965653473,0.4983905264476357,3.1582786896382458
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,6,1.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.07574782269650777,0.15572153639925165,0.08969005584716797,0.93,825.0,0.07138835323043168,0.12084578067064285,0.08969005584716797,0.93,825.0,0.0075,-0.6576997356233476,0.9475448596553727,0.9475448596553727,-0.6576997356233476,0.9475448596553727,0.9475448596553727,16.72718936164165,0.6207110197770711,3.1997685502183266
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,6,1.0,Full,TFT,2,3_2_2_StagHunt,1200,2000,800,0.3169078384658564,0.21816648136537517,0.3057937216758728,0.0,,0.1677401766180992,0.168513240814209,0.1942062783241272,0.23875,1485.0,0.0,-0.09322887234921984,0.11637144329603272,0.1163697935221722,-0.22522582371719826,0.24844211508946829,0.24846678435994887,1.6890613154880703,1.9099120842398276,3.710206249343533
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,4,1.0,Full,TFT,0,3_2_2_StagHunt,0,800,800,0.07906584903597831,0.27320355296134946,0.07206014037132263,0.94375,42.0,0.0659408988058567,0.06320434927940369,0.07206014037132263,0.97,42.0,0.0,-0.17821497026945118,0.9998252376458612,0.9998241937114203,-0.3316081661482578,0.8464305461591847,0.8464340294067213,0.2185779173846822,0.48683135045775705,3.154180767427896
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,4,1.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.06686883426128314,0.12658919832455992,0.08113562509417534,0.9725,808.0,0.06250508612953126,0.09167921327054501,0.08113562509417534,0.9725,808.0,0.0075,-0.8723330770817316,0.9215080719254495,0.9215080719254495,-0.8723330770817316,0.9215080719254495,0.9215080719254495,16.710134107756893,0.5710891033576142,3.182977439430411
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,4,1.0,Full,TFT,2,3_2_2_StagHunt,1200,2000,800,0.30704035435096516,0.18616301444842553,0.2500904580950737,0.0,,0.16081979688256978,0.14379801839590073,0.24736269444227219,0.24625,1571.0,0.0,-0.14336896490923193,0.17352703154416108,0.1735141314411513,-0.2508515797999213,0.24348206929881142,0.24346798201959427,1.2012086030561477,1.9176477851635076,3.7135607185135315
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,7,1.0,Full,TFT,0,3_2_2_StagHunt,0,800,800,0.08032859370112419,0.29135496377944947,0.0721435272693634,0.93875,46.0,0.06595364794135093,0.061355831623077395,0.0721435272693634,0.9675,46.0,0.0,-0.17085765387093974,0.9998254775115446,0.9998298127726674,-0.33843027378375357,0.8322585135600983,0.8322620927828371,0.21811202632379717,0.48969075323735717,3.155186362054759
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,7,1.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.06652477782198983,0.1323463639600434,0.07557885318994523,0.9625,812.0,0.06215899054892361,0.09742006577551365,0.07557885318994523,0.9625,812.0,0.0075,-0.8091946824667654,0.9130425815161344,0.9130425815161344,-0.8091946824667654,0.9130425815161344,0.9130425815161344,16.800617672074587,0.565869698697595,3.181058946055554
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,7,1.0,Full,TFT,2,3_2_2_StagHunt,1200,2000,800,0.31067779416499003,0.21298448704115344,0.27350259602069854,0.0,,0.16471979791298508,0.15957422345876693,0.22649740397930146,0.2525,1520.0,0.0,-0.0883584729220264,0.11164308726772088,0.11166279318670577,-0.3407412717859008,0.3545077867742851,0.354531538000245,1.5436226289439947,1.8928467087567362,3.702394818105665
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,1,1.0,Full,TFT,0,3_2_2_StagHunt,0,800,800,0.07855485163629056,0.26412896156311033,0.07184406995773315,0.94625,40.0,0.06605489872395992,0.06412971496582032,0.07184406995773315,0.97125,40.0,0.0,-0.10173041184477444,0.9997384183662172,0.9997433567084548,-0.2480147091514646,0.8534575529713915,0.8534617858901167,0.22089395497110673,0.4860580530821645,3.1538967526232806
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,1,1.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.06740683741036305,0.13373205573167393,0.08046279326081276,0.9625,812.0,0.06304740278050304,0.09885657869279385,0.08046279326081276,0.9625,812.0,0.0075,-0.8104265651660322,0.9117808861305382,0.9117808861305382,-0.8104265651660322,0.9117808861305382,0.9117808861305382,16.450336851128377,0.5811856414265344,3.1864384110798403
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,1,1.0,Full,TFT,2,3_2_2_StagHunt,1200,2000,800,0.3307689492155758,0.16003524490025953,0.2294380035996437,0.0,,0.12970886590890587,0.11622703656554222,0.2294380035996437,0.37625,1641.0,0.0,-0.6471922269273918,0.7185495568783747,0.7186182161890665,0.4515907706502921,-0.45746404917209615,-0.4575259461017477,1.3608326495345682,1.909313425050035,3.709562642852138
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,2,1.0,Full,TFT,0,3_2_2_StagHunt,0,800,800,0.0770626200735569,0.2459840929508209,0.07198270201683045,0.95125,36.0,0.06581266120076179,0.06598475098609924,0.07198270201683045,0.97375,36.0,0.0,-0.24775607440063974,0.9997959319568297,0.999797893757066,-0.3797425419553254,0.8678121488839625,0.8678107875624221,0.20821095087798314,0.4819329529948994,3.152469841945031
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,2,1.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.06634918999476844,0.12387181986797756,0.07747292086482048,0.9775,806.0,0.061987590687349436,0.08897902540862561,0.07747292086482048,0.9775,806.0,0.0075,-0.9298603116269476,0.95160276001725,0.95160276001725,-0.9298603116269476,0.95160276001725,0.95160276001725,16.655066231843083,0.5770320597705045,3.1850012957060505
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,2,1.0,Full,TFT,2,3_2_2_StagHunt,1200,2000,800,0.32122526215181735,0.2281787737248271,0.23549725860357285,0.0,,0.14676739810034634,0.1497373053431511,0.23549725860357285,0.3275,1599.0,0.0,-0.3387626828871583,0.39138323067466324,0.3913839774463915,0.11705271985885159,-0.11646814210043033,-0.11650003989126093,1.8424975890573114,1.874742766355441,3.693963364920113
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,3,1.0,Full,TFT,0,3_2_2_StagHunt,0,800,800,0.07913132250308991,0.27320517182350157,0.07193301796913147,0.94375,42.0,0.0660063710808754,0.06320594906806946,0.07193301796913147,0.97,42.0,0.0,-0.15044600443595732,0.9997985671911462,0.9997998080638394,-0.3038381964699855,0.8464020478094842,0.8464026190540012,0.22003974323277362,0.4871502148544705,3.1542882022915033
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,3,1.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.07175797912962563,0.14941906263826912,0.08078803569078445,0.94,821.0,0.06739634074270726,0.11452595554292203,0.08078803569078445,0.94,821.0,0.0075,-0.7068325427033918,0.9462031012693829,0.9462031012693829,-0.7068325427033918,0.9462031012693829,0.9462031012693829,16.714598967302592,0.5993169216188917,3.192368580415675
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,3,1.0,Full,TFT,2,3_2_2_StagHunt,1200,2000,800,0.32365418627027664,0.2651103219962876,0.33368801176548,0.0,,0.16767876090481879,0.19837693154811858,0.16631198823451995,0.215,1460.0,0.0,-0.15535659801661672,0.18261280084016612,0.18260126742286997,0.01678729999425533,-0.009426146048355514,-0.009397658482111243,2.2644420593976973,1.8855430018730894,3.699429135140437
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,8,1.0,Full,TFT,0,3_2_2_StagHunt,0,800,800,0.07908387295901775,0.2732102334499359,0.07204298019409179,0.94375,42.0,0.0659589209407568,0.06321100115776063,0.07204298019409179,0.97,42.0,0.0,-0.19608579124495157,0.9997937975283269,0.9998036935434272,-0.34948083193603313,0.8464049573348854,0.846406410117375,0.2159359543467872,0.48691674771109544,3.1542096068299266
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,8,1.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.07233133399053733,0.1453281109135803,0.08752292290329933,0.9375,819.0,0.06796760054305195,0.11041824333369732,0.08752292290329933,0.9375,819.0,0.0075,-0.738839930249564,0.9430585191157445,0.9430585191157445,-0.738839930249564,0.9430585191157445,0.9430585191157445,16.565646814589854,0.6062335369130467,3.194920768008355
scripts\BMA-Study\EG1_group\full_vs_TFT_EG1.db,EG1_group,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-155713,cadb35fb,8,1.0,Full,TFT,2,3_2_2_StagHunt,1200,2000,800,0.3217219704733194,0.2016695124481172,0.2616883611679077,0.0,,0.15293744515627622,0.14956857353448869,0.23831163883209228,0.31375,1553.0,0.0,-0.24401002799830557,0.2898519755868711,0.289865061252994,-0.1355505416385941,0.1546038601593567,0.15463729727360018,1.6101854211930187,1.9030895638123115,3.7068661614158214
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,3,1.0,Full Grim,Grim,0,1_2_2_Chicken,0,800,800,0.07380491471781166,0.27647770941257477,0.029746543169021606,0.88875,95.0,0.03594507020898163,0.06647847712039948,0.029746543169021606,0.93375,85.0,0.0,0.8112734394175721,-0.9171098853390138,-0.9171126632538701,0.6583518233634026,-0.7596529852883974,-0.7596553845589323,1.1887741628318327,2.23686853946372,3.878459480433014
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,3,1.0,Full Grim,Grim,1,1_1_1_Prisoners,800,1200,400,0.03673969824565575,0.04761668255552649,0.02894703108817339,0.9875,804.0,0.03673969824565575,0.04761668255552649,0.02894703108817339,0.9875,804.0,0.0,-0.012632056582271546,0.858135194446546,0.8581352821983467,-0.012632056582271546,0.858135194446546,0.8581352821983467,7.988978077445645,2.4445429690685923,3.9707965472726956
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,3,1.0,Full Grim,Grim,2,1_2_2_Chicken,1200,2000,800,0.024598130862439317,0.043955543923769644,0.024067888259887694,0.995,1204.0,0.023608811907470228,0.02812644064426422,0.024067888259887694,0.99625,1204.0,0.0,-0.9587888221804155,0.9993998179817715,0.9993932751621756,-0.9587796332414644,0.9993995835680981,0.9993930407458249,3.957081263245491,2.4398507096969317,3.9682440476892396
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,5,1.0,Full Grim,Grim,0,1_2_2_Chicken,0,800,800,0.08020360994258519,0.32754786655306817,0.029745421409606933,0.86625,105.0,0.03706557125784457,0.05754888221621513,0.029745421409606933,0.91375,0.0,0.0,0.9009798202226607,-0.9766717540923299,-0.9766744837658168,0.7243876674553563,-0.7995425018609085,-0.7995517514583227,1.1643653546221322,2.2421437425303283,3.88049186770289
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,5,1.0,Full Grim,Grim,1,1_1_1_Prisoners,800,1200,400,0.03585417399415746,0.047837004009634254,0.028862062245607376,0.9875,804.0,0.03585417399415746,0.047837004009634254,0.028862062245607376,0.9875,804.0,0.0,-0.020991440981765617,0.8540827128916592,0.8540801472271908,-0.020991440981765617,0.8540827128916592,0.8540801472271908,7.960666985662538,2.4438534404396597,3.970434574860481
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,5,1.0,Full Grim,Grim,2,1_2_2_Chicken,1200,2000,800,0.024785622982004915,0.04469316288343486,0.02406810760498047,0.995,1204.0,0.02379700493067503,0.02887527406215668,0.02406810760498047,0.99625,1204.0,0.0,-0.9583713035005271,0.9993207139210254,0.9993045230236416,-0.9583620209721354,0.9993204795118692,0.9993042886113854,3.9428486005961894,2.441004893058949,3.9688455468080237
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,1,1.0,Full Grim,Grim,0,1_2_2_Chicken,0,800,800,0.07410823654181738,0.2674687902629376,0.02974668741226196,0.88875,97.0,0.0362845294829458,0.06746952936053276,0.02974668741226196,0.93125,88.0,0.0,0.7604894804757347,-0.8586182315262405,-0.8586216768028053,0.6400007965351571,-0.7393026880133964,-0.7393058711181677,1.2148438312509098,2.2244032031703105,3.87288338775026
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,1,1.0,Full Grim,Grim,1,1_1_1_Prisoners,800,1200,400,0.043545058364979926,0.04889890890568495,0.0294888411834836,0.9875,804.0,0.043545058364979926,0.04889890890568495,0.0294888411834836,0.9875,804.0,0.0,0.060822389027799496,0.9182024096862861,0.9182098846451395,0.060822389027799496,0.9182024096862861,0.9182098846451395,7.964183878100593,2.4497708427443188,3.9735392445342024
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,1,1.0,Full Grim,Grim,2,1_2_2_Chicken,1200,2000,800,0.024777314868044818,0.044653389159392765,0.024068002700805665,0.995,1204.0,0.02378874395042658,0.028836254477500916,0.024068002700805665,0.99625,1204.0,0.0,-0.9588568781305308,0.9992000803971106,0.9991770327407034,-0.9588478769898998,0.9991998459899439,0.999176798329206,3.9708900873796664,2.4408871819352362,3.968784422094709
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,2,1.0,Full Grim,Grim,0,1_2_2_Chicken,0,800,800,0.07190716570602275,0.249450241625309,0.029745981693267823,0.89375,97.0,0.03493626314215362,0.06945092350244522,0.029745981693267823,0.94,97.0,0.0,0.8848242083520577,-0.9753509778290184,-0.9753527378273632,0.7593200556676349,-0.8534109099523076,-0.853408949543456,1.142478605415963,2.2457206863721484,3.8832367358938016
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,2,1.0,Full Grim,Grim,1,1_1_1_Prisoners,800,1200,400,0.053444758313708006,0.05042316645383835,0.030347310975193977,0.9875,804.0,0.053444758313708006,0.05042316645383835,0.030347310975193977,0.9875,804.0,0.0,0.07439022023612724,0.920260791703312,0.9202647574162505,0.07439022023612724,0.920260791703312,0.9202647574162505,7.959562110773404,2.4540554867497524,3.9757942062391702
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,2,1.0,Full Grim,Grim,2,1_2_2_Chicken,1200,2000,800,0.024612308714926975,0.04387975055600388,0.024067506790161133,0.995,1204.0,0.023624296225607397,0.028071550726890562,0.024067506790161133,0.99625,1204.0,0.0,-0.9587616743948079,0.9993737264653747,0.9993855961141016,-0.9587525089630496,0.9993734920537277,0.999385361699588,3.9875413065918837,2.439831419510421,3.968234042902642
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,6,1.0,Full Grim,Grim,0,1_2_2_Chicken,0,800,800,0.08280606195283394,0.3500106383860111,0.02974949836730957,0.81375,161.0,0.04584618548862636,0.05001177325844765,0.02974949836730957,0.85125,0.0,0.0,0.8889494242766233,-0.9790421767365619,-0.9790473758209524,0.7136845220886014,-0.7937539373931495,-0.7937581658346049,1.1805026912206085,2.242055407984696,3.880014982353732
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,6,1.0,Full Grim,Grim,1,1_1_1_Prisoners,800,1200,400,0.03507516521262005,0.0475509518943727,0.02894712667912245,0.9875,804.0,0.03507516521262005,0.0475509518943727,0.02894712667912245,0.9875,804.0,0.0,-0.059958646558447,0.8194652017684014,0.8194777624735935,-0.059958646558447,0.8194652017684014,0.8194777624735935,8.090477117028204,2.442535543404509,3.969744411981326
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,6,1.0,Full Grim,Grim,2,1_2_2_Chicken,1200,2000,800,0.024734379189053034,0.04481866934838064,0.02406783103942871,0.995,1204.0,0.023744063563644887,0.02897361934185028,0.02406783103942871,0.99625,1204.0,0.0,-0.9586512225273837,0.9992627883185592,0.9992500726200303,-0.9586420102691273,0.9992625539081665,0.999249838206793,3.96135515494796,2.440993503871436,3.9688391815489483
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,8,1.0,Full Grim,Grim,0,1_2_2_Chicken,0,800,800,0.07215182365972769,0.2764774651825428,0.029746326208114623,0.89625,89.0,0.03826123560778796,0.06647825673222542,0.029746326208114623,0.93,88.0,0.0,0.8765733490842021,-0.9729464004349379,-0.9729512078782876,0.7497134169960409,-0.8446477396152688,-0.8446521982399621,1.1700113176333253,2.2392580553231456,3.879638322957477
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,8,1.0,Full Grim,Grim,1,1_1_1_Prisoners,800,1200,400,0.03790155971888453,0.04794570032507181,0.029107021056115626,0.9875,804.0,0.03790155971888453,0.04794570032507181,0.029107021056115626,0.9875,804.0,0.0,-0.007123363699179717,0.8678378442738345,0.8678383103416034,-0.007123363699179717,0.8678378442738345,0.8678383103416034,7.999328803411918,2.4454358796559346,3.9712646516663552
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,8,1.0,Full Grim,Grim,2,1_2_2_Chicken,1200,2000,800,0.024686217560929754,0.04448428439398921,0.024067864418029786,0.995,1204.0,0.023697646521031856,0.028667147755622863,0.024067864418029786,0.99625,1204.0,0.0,-0.9577691250563307,0.9991877784721809,0.9991810347014669,-0.9577599363463224,0.9991875440643643,0.9991808002910421,3.959302547411935,2.4403725835142382,3.9685157021813744
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,4,1.0,Full Grim,Grim,0,1_2_2_Chicken,0,800,800,0.08285596068797753,0.2764777810871601,0.029748353958129883,0.80625,161.0,0.0491383867803961,0.0664785774052143,0.029748353958129883,0.8425,161.0,0.0,0.9008451072080644,-0.9770545961631848,-0.9770590728992171,0.7690296992492491,-0.8511304744885456,-0.8511298366414781,1.147382774563448,2.2223400878578348,3.872483172584415
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,4,1.0,Full Grim,Grim,1,1_1_1_Prisoners,800,1200,400,0.048448228903580456,0.04986504254862666,0.029674333147704603,0.9875,804.0,0.048448228903580456,0.04986504254862666,0.029674333147704603,0.9875,804.0,0.0,0.08087042592978944,0.8972806968449112,0.8972804323033454,0.08087042592978944,0.8972806968449112,0.8972804323033454,7.896309048008407,2.451568662772307,3.974484319986757
scripts\BMA-Study\EG1_group\Grim_vs_Grim_EG1.db,EG1_group,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260309-010359,d6554bb8,4,1.0,Full Grim,Grim,2,1_2_2_Chicken,1200,2000,800,0.024791963500598705,0.04441872760168132,0.02406813144683838,0.995,1204.0,0.023803421296179295,0.028602052330970764,0.02406813144683838,0.99625,1204.0,0.0,-0.9581853098375614,0.9992034323337272,0.9992037546806152,-0.9581757460049038,0.9992031979242567,0.9992035202681666,3.9665508143097394,2.440739908869613,3.9687080683672513
